file_name,label
8338815268329693556_MiniHack-MazeWalk-Mapped-9x9-v0_1734_11,11
2642329744977623866_MiniHack-MazeWalk-Mapped-9x9-v0_7573_11,11
355365140399278622_MiniHack-MazeWalk-Mapped-15x15-v0_9282_29,29
2762023947907507845_MiniHack-MazeWalk-Mapped-45x19-v0_1240_175,175
5736739601162320074_MiniHack-MazeWalk-Mapped-15x15-v0_9471_32,32
594255418562790923_MiniHack-MazeWalk-Mapped-45x19-v0_609_117,117
4410990015118042051_MiniHack-MazeWalk-Mapped-15x15-v0_1092_29,29
5692835261375239320_MiniHack-MazeWalk-Mapped-45x19-v0_3031_105,105
3736384506360339708_MiniHack-MazeWalk-Mapped-45x19-v0_7200_109,109
8231299668735685492_MiniHack-MazeWalk-Mapped-45x19-v0_3574_18,18
3290869651064907328_MiniHack-MazeWalk-Mapped-9x9-v0_2432_7,7
7199109257472397102_MiniHack-MazeWalk-Mapped-9x9-v0_7495_7,7
8936988678173662703_MiniHack-MazeWalk-Mapped-9x9-v0_1378_13,13
4578157521428385567_MiniHack-MazeWalk-Mapped-45x19-v0_8593_140,140
8770615672894641388_MiniHack-MazeWalk-Mapped-45x19-v0_2366_80,80
5579310591953134408_MiniHack-MazeWalk-Mapped-9x9-v0_1174_2,2
3771908924818345915_MiniHack-MazeWalk-Mapped-45x19-v0_1137_67,67
1631143194887341575_MiniHack-MazeWalk-Mapped-9x9-v0_7485_7,7
4330542736384537589_MiniHack-MazeWalk-Mapped-15x15-v0_8664_12,12
4705611425155821153_MiniHack-MazeWalk-Mapped-15x15-v0_1139_20,20
1123228395926322263_MiniHack-MazeWalk-Mapped-15x15-v0_3360_33,33
6220948523754286953_MiniHack-MazeWalk-Mapped-9x9-v0_1235_16,16
3141204496981897454_MiniHack-MazeWalk-Mapped-45x19-v0_646_8,8
6230820617398040090_MiniHack-MazeWalk-Mapped-9x9-v0_9602_8,8
3281124432488372581_MiniHack-MazeWalk-Mapped-9x9-v0_7619_3,3
7038016569982375274_MiniHack-MazeWalk-Mapped-45x19-v0_6614_88,88
5620976150365902492_MiniHack-MazeWalk-Mapped-15x15-v0_5679_39,39
711108636535253883_MiniHack-MazeWalk-Mapped-45x19-v0_6129_121,121
6977332622928037516_MiniHack-MazeWalk-Mapped-45x19-v0_4210_45,45
394564301113286328_MiniHack-MazeWalk-Mapped-45x19-v0_5474_112,112
2799802235354191095_MiniHack-MazeWalk-Mapped-45x19-v0_8149_116,116
3889228392379318673_MiniHack-MazeWalk-Mapped-15x15-v0_9719_32,32
9170961211848833927_MiniHack-MazeWalk-Mapped-45x19-v0_9262_25,25
3595753845236344828_MiniHack-MazeWalk-Mapped-9x9-v0_5202_9,9
3858286349141666189_MiniHack-MazeWalk-Mapped-45x19-v0_3400_45,45
5119885713645006327_MiniHack-MazeWalk-Mapped-45x19-v0_1259_66,66
410153760517077174_MiniHack-MazeWalk-Mapped-45x19-v0_3958_89,89
3739203800966309130_MiniHack-MazeWalk-Mapped-9x9-v0_9556_8,8
2528999343027087471_MiniHack-MazeWalk-Mapped-9x9-v0_9985_15,15
977081581900768843_MiniHack-MazeWalk-Mapped-15x15-v0_9781_34,34
7502734314265279204_MiniHack-MazeWalk-Mapped-15x15-v0_1525_7,7
5129006999128940730_MiniHack-MazeWalk-Mapped-45x19-v0_261_99,99
669288987956104776_MiniHack-MazeWalk-Mapped-45x19-v0_2963_67,67
7793564721095392526_MiniHack-MazeWalk-Mapped-15x15-v0_3277_52,52
2650686584692165009_MiniHack-MazeWalk-Mapped-15x15-v0_9377_36,36
2431752458428956020_MiniHack-MazeWalk-Mapped-9x9-v0_3520_8,8
9087846041647708985_MiniHack-MazeWalk-Mapped-45x19-v0_260_88,88
7911783241348985985_MiniHack-MazeWalk-Mapped-15x15-v0_4706_6,6
1819665561678214667_MiniHack-MazeWalk-Mapped-9x9-v0_7975_5,5
2548977658838958588_MiniHack-MazeWalk-Mapped-15x15-v0_2616_18,18
2561760701360848839_MiniHack-MazeWalk-Mapped-15x15-v0_7978_38,38
4598569905169200436_MiniHack-MazeWalk-Mapped-45x19-v0_9082_149,149
1194272675339008958_MiniHack-MazeWalk-Mapped-45x19-v0_956_130,130
8561610094962203204_MiniHack-MazeWalk-Mapped-9x9-v0_9570_5,5
8746345417150455266_MiniHack-MazeWalk-Mapped-9x9-v0_7628_4,4
7959107339822767524_MiniHack-MazeWalk-Mapped-9x9-v0_4805_4,4
6413684394456808949_MiniHack-MazeWalk-Mapped-45x19-v0_2768_161,161
354496398956327681_MiniHack-MazeWalk-Mapped-45x19-v0_9164_58,58
1847900892302416164_MiniHack-MazeWalk-Mapped-9x9-v0_1968_18,18
4987672965216783937_MiniHack-MazeWalk-Mapped-45x19-v0_4240_48,48
935289264523378291_MiniHack-MazeWalk-Mapped-9x9-v0_7505_4,4
7966706845353815505_MiniHack-MazeWalk-Mapped-45x19-v0_1389_98,98
191382051912310161_MiniHack-MazeWalk-Mapped-15x15-v0_1650_11,11
2896444678071957325_MiniHack-MazeWalk-Mapped-15x15-v0_5148_18,18
8463868035827112353_MiniHack-MazeWalk-Mapped-15x15-v0_9652_36,36
3352225096811109442_MiniHack-MazeWalk-Mapped-45x19-v0_5365_160,160
9214415324087655172_MiniHack-MazeWalk-Mapped-15x15-v0_6369_8,8
1812719235688412466_MiniHack-MazeWalk-Mapped-9x9-v0_6837_6,6
2401017685358287864_MiniHack-MazeWalk-Mapped-15x15-v0_8545_17,17
78619182953096700_MiniHack-MazeWalk-Mapped-45x19-v0_4313_31,31
5647538523779815597_MiniHack-MazeWalk-Mapped-9x9-v0_1138_5,5
7268225671480280765_MiniHack-MazeWalk-Mapped-45x19-v0_455_40,40
8952412593533014146_MiniHack-MazeWalk-Mapped-9x9-v0_9555_3,3
3992656271217990382_MiniHack-MazeWalk-Mapped-45x19-v0_2008_15,15
7836938951865902962_MiniHack-MazeWalk-Mapped-45x19-v0_73_18,18
8091662727944448456_MiniHack-MazeWalk-Mapped-15x15-v0_8471_39,39
5911461506011228531_MiniHack-MazeWalk-Mapped-15x15-v0_6698_17,17
1411293413460529137_MiniHack-MazeWalk-Mapped-9x9-v0_9996_4,4
8592659314337829989_MiniHack-MazeWalk-Mapped-9x9-v0_466_12,12
5186451348466891157_MiniHack-MazeWalk-Mapped-15x15-v0_3772_6,6
5366172586409777957_MiniHack-MazeWalk-Mapped-15x15-v0_4356_24,24
5932274171677397928_MiniHack-MazeWalk-Mapped-9x9-v0_9927_6,6
6363153577352104137_MiniHack-MazeWalk-Mapped-15x15-v0_4408_40,40
8027911238446693233_MiniHack-MazeWalk-Mapped-9x9-v0_6016_11,11
665992370934379678_MiniHack-MazeWalk-Mapped-45x19-v0_209_65,65
2547173080542486939_MiniHack-MazeWalk-Mapped-45x19-v0_9524_33,33
1082185558120313507_MiniHack-MazeWalk-Mapped-45x19-v0_2771_21,21
7328340864290810770_MiniHack-MazeWalk-Mapped-15x15-v0_9104_43,43
2460368817699868328_MiniHack-MazeWalk-Mapped-9x9-v0_3923_2,2
6592714281387991278_MiniHack-MazeWalk-Mapped-15x15-v0_5638_23,23
9028318646561292572_MiniHack-MazeWalk-Mapped-45x19-v0_7413_75,75
6139162984125737755_MiniHack-MazeWalk-Mapped-9x9-v0_7436_9,9
6826921897206269769_MiniHack-MazeWalk-Mapped-9x9-v0_7673_8,8
5411130061027327662_MiniHack-MazeWalk-Mapped-15x15-v0_3228_32,32
351481067517788485_MiniHack-MazeWalk-Mapped-45x19-v0_7444_124,124
8115745029864192692_MiniHack-MazeWalk-Mapped-45x19-v0_6763_154,154
2492927639510380744_MiniHack-MazeWalk-Mapped-45x19-v0_9263_39,39
9125752135165982880_MiniHack-MazeWalk-Mapped-15x15-v0_4609_4,4
5598585991926165660_MiniHack-MazeWalk-Mapped-9x9-v0_8079_14,14
1125582976736353746_MiniHack-MazeWalk-Mapped-45x19-v0_8129_98,98
5337386566198924339_MiniHack-MazeWalk-Mapped-45x19-v0_9465_30,30
18486750107860134_MiniHack-MazeWalk-Mapped-9x9-v0_3959_9,9
1321195339815125279_MiniHack-MazeWalk-Mapped-45x19-v0_8937_108,108
5901171057626885632_MiniHack-MazeWalk-Mapped-9x9-v0_8925_20,20
4410113528891366421_MiniHack-MazeWalk-Mapped-15x15-v0_270_21,21
66622898593575837_MiniHack-MazeWalk-Mapped-9x9-v0_59_9,9
1346531493368931760_MiniHack-MazeWalk-Mapped-45x19-v0_7828_75,75
7123103556807927442_MiniHack-MazeWalk-Mapped-45x19-v0_6996_84,84
4779892055214358236_MiniHack-MazeWalk-Mapped-9x9-v0_262_4,4
5782953925079383290_MiniHack-MazeWalk-Mapped-15x15-v0_5788_21,21
8383392032229285076_MiniHack-MazeWalk-Mapped-45x19-v0_5250_80,80
3012304386749741474_MiniHack-MazeWalk-Mapped-15x15-v0_4665_48,48
8873534067728812692_MiniHack-MazeWalk-Mapped-15x15-v0_7810_17,17
8689513386669484560_MiniHack-MazeWalk-Mapped-45x19-v0_946_53,53
5730704610307683546_MiniHack-MazeWalk-Mapped-15x15-v0_1253_21,21
6888821149850033464_MiniHack-MazeWalk-Mapped-45x19-v0_9953_11,11
6991160986202086982_MiniHack-MazeWalk-Mapped-45x19-v0_9640_25,25
2436724088164928305_MiniHack-MazeWalk-Mapped-15x15-v0_4159_28,28
7403180987255744505_MiniHack-MazeWalk-Mapped-45x19-v0_558_186,186
3542046573556594177_MiniHack-MazeWalk-Mapped-9x9-v0_6903_16,16
8206028665236182941_MiniHack-MazeWalk-Mapped-9x9-v0_6403_4,4
8756619530275273254_MiniHack-MazeWalk-Mapped-45x19-v0_4749_29,29
3228658394570472363_MiniHack-MazeWalk-Mapped-45x19-v0_7895_35,35
5973493258158818544_MiniHack-MazeWalk-Mapped-45x19-v0_623_53,53
4354518402278046506_MiniHack-MazeWalk-Mapped-9x9-v0_292_7,7
2525530866324907228_MiniHack-MazeWalk-Mapped-45x19-v0_277_72,72
5631189016257486410_MiniHack-MazeWalk-Mapped-45x19-v0_256_94,94
5654195373655639853_MiniHack-MazeWalk-Mapped-15x15-v0_198_30,30
635867414142852748_MiniHack-MazeWalk-Mapped-15x15-v0_1353_19,19
1799647486847784572_MiniHack-MazeWalk-Mapped-45x19-v0_4123_131,131
7735914713817628847_MiniHack-MazeWalk-Mapped-15x15-v0_6413_18,18
7399164933379324533_MiniHack-MazeWalk-Mapped-15x15-v0_6832_14,14
1975318222893788611_MiniHack-MazeWalk-Mapped-45x19-v0_1541_215,215
7726988959536353209_MiniHack-MazeWalk-Mapped-45x19-v0_4839_176,176
8017230459592511948_MiniHack-MazeWalk-Mapped-9x9-v0_7215_5,5
8437661283887068826_MiniHack-MazeWalk-Mapped-9x9-v0_4103_2,2
2440348977448876409_MiniHack-MazeWalk-Mapped-15x15-v0_4581_14,14
243785203848095107_MiniHack-MazeWalk-Mapped-9x9-v0_2855_6,6
9036153144516566703_MiniHack-MazeWalk-Mapped-9x9-v0_935_11,11
8782236472825997432_MiniHack-MazeWalk-Mapped-45x19-v0_603_75,75
6710294409649234509_MiniHack-MazeWalk-Mapped-9x9-v0_1939_8,8
7867645298447016485_MiniHack-MazeWalk-Mapped-45x19-v0_9973_109,109
5368979265018809195_MiniHack-MazeWalk-Mapped-15x15-v0_2595_4,4
4226922518028454408_MiniHack-MazeWalk-Mapped-9x9-v0_65_9,9
1603193435922359060_MiniHack-MazeWalk-Mapped-9x9-v0_6728_13,13
6838541069868030322_MiniHack-MazeWalk-Mapped-45x19-v0_2673_63,63
7767119790345618456_MiniHack-MazeWalk-Mapped-45x19-v0_117_84,84
282300913422004386_MiniHack-MazeWalk-Mapped-45x19-v0_2281_70,70
5792228531204063664_MiniHack-MazeWalk-Mapped-9x9-v0_1140_9,9
6019217287163913654_MiniHack-MazeWalk-Mapped-9x9-v0_9231_10,10
787800654331274223_MiniHack-MazeWalk-Mapped-15x15-v0_7198_15,15
30954105116848669_MiniHack-MazeWalk-Mapped-15x15-v0_1112_9,9
3648695665343563898_MiniHack-MazeWalk-Mapped-9x9-v0_6190_22,22
2729139596288623001_MiniHack-MazeWalk-Mapped-9x9-v0_316_10,10
2734049931383905367_MiniHack-MazeWalk-Mapped-45x19-v0_6582_57,57
2643594870125590213_MiniHack-MazeWalk-Mapped-45x19-v0_535_189,189
1930576969261573806_MiniHack-MazeWalk-Mapped-9x9-v0_8222_2,2
7089838708984321439_MiniHack-MazeWalk-Mapped-45x19-v0_5762_4,4
1619229082319880326_MiniHack-MazeWalk-Mapped-15x15-v0_1165_39,39
5687121549784810913_MiniHack-MazeWalk-Mapped-15x15-v0_6196_18,18
7222875661896225431_MiniHack-MazeWalk-Mapped-15x15-v0_138_9,9
8212624737348289163_MiniHack-MazeWalk-Mapped-45x19-v0_4942_60,60
5144991310178681681_MiniHack-MazeWalk-Mapped-9x9-v0_4997_17,17
5291398522517891784_MiniHack-MazeWalk-Mapped-45x19-v0_5962_105,105
8521584986675283384_MiniHack-MazeWalk-Mapped-15x15-v0_6284_10,10
6089378450154461445_MiniHack-MazeWalk-Mapped-15x15-v0_31_14,14
4793451791756835940_MiniHack-MazeWalk-Mapped-45x19-v0_9447_141,141
5534353609269317662_MiniHack-MazeWalk-Mapped-45x19-v0_93_110,110
8027552316952213479_MiniHack-MazeWalk-Mapped-9x9-v0_338_10,10
6744645117143148590_MiniHack-MazeWalk-Mapped-45x19-v0_4176_24,24
7481413006745822904_MiniHack-MazeWalk-Mapped-15x15-v0_841_38,38
4199199236925892510_MiniHack-MazeWalk-Mapped-45x19-v0_5126_14,14
8477087462743666523_MiniHack-MazeWalk-Mapped-9x9-v0_2661_9,9
7974361101938693153_MiniHack-MazeWalk-Mapped-45x19-v0_6523_98,98
8343736097073041471_MiniHack-MazeWalk-Mapped-45x19-v0_7368_116,116
2203649585336799017_MiniHack-MazeWalk-Mapped-9x9-v0_5302_6,6
6139219147848407806_MiniHack-MazeWalk-Mapped-15x15-v0_311_7,7
4494635221633008913_MiniHack-MazeWalk-Mapped-15x15-v0_7744_20,20
1874557785327125562_MiniHack-MazeWalk-Mapped-45x19-v0_1132_48,48
8290013641067341322_MiniHack-MazeWalk-Mapped-9x9-v0_2141_18,18
8779295980028461550_MiniHack-MazeWalk-Mapped-15x15-v0_9400_38,38
2116971817660398733_MiniHack-MazeWalk-Mapped-15x15-v0_2958_4,4
1644555141643506407_MiniHack-MazeWalk-Mapped-45x19-v0_7160_65,65
6089425293393561575_MiniHack-MazeWalk-Mapped-9x9-v0_9968_4,4
4961323645051568226_MiniHack-MazeWalk-Mapped-15x15-v0_3890_28,28
2535801753015902256_MiniHack-MazeWalk-Mapped-15x15-v0_6542_7,7
3586008274124073505_MiniHack-MazeWalk-Mapped-9x9-v0_3155_11,11
1478948211570128897_MiniHack-MazeWalk-Mapped-15x15-v0_7007_6,6
6545029201167205654_MiniHack-MazeWalk-Mapped-45x19-v0_2252_64,64
4740674634768242884_MiniHack-MazeWalk-Mapped-45x19-v0_2440_148,148
3786527125012413014_MiniHack-MazeWalk-Mapped-9x9-v0_5837_8,8
2685511787813982535_MiniHack-MazeWalk-Mapped-45x19-v0_8782_41,41
4129687480785516050_MiniHack-MazeWalk-Mapped-9x9-v0_5154_6,6
7747156605415316695_MiniHack-MazeWalk-Mapped-9x9-v0_501_14,14
4182826632206118832_MiniHack-MazeWalk-Mapped-9x9-v0_1295_23,23
5337721428663070197_MiniHack-MazeWalk-Mapped-15x15-v0_1780_33,33
4018706806751620586_MiniHack-MazeWalk-Mapped-45x19-v0_8089_37,37
4867749622811640017_MiniHack-MazeWalk-Mapped-45x19-v0_3212_122,122
704669919691902655_MiniHack-MazeWalk-Mapped-45x19-v0_5230_127,127
8550885659782835790_MiniHack-MazeWalk-Mapped-45x19-v0_8667_168,168
3729414890554023192_MiniHack-MazeWalk-Mapped-45x19-v0_1616_106,106
6930018511900212603_MiniHack-MazeWalk-Mapped-9x9-v0_7609_8,8
4455374715492664108_MiniHack-MazeWalk-Mapped-45x19-v0_5015_99,99
3787936641625945598_MiniHack-MazeWalk-Mapped-45x19-v0_2509_43,43
8020408388210027085_MiniHack-MazeWalk-Mapped-45x19-v0_3117_106,106
6770933153675444738_MiniHack-MazeWalk-Mapped-9x9-v0_7907_5,5
7010949701924669295_MiniHack-MazeWalk-Mapped-15x15-v0_2104_40,40
1381902426843784725_MiniHack-MazeWalk-Mapped-9x9-v0_8397_12,12
8427730929317389119_MiniHack-MazeWalk-Mapped-9x9-v0_300_6,6
7280456859929146080_MiniHack-MazeWalk-Mapped-45x19-v0_8323_99,99
3243338203995510440_MiniHack-MazeWalk-Mapped-45x19-v0_3139_196,196
1469264494894511654_MiniHack-MazeWalk-Mapped-15x15-v0_293_16,16
3531663923829481419_MiniHack-MazeWalk-Mapped-9x9-v0_4080_14,14
7016562650258397363_MiniHack-MazeWalk-Mapped-15x15-v0_7910_57,57
6765095498544770471_MiniHack-MazeWalk-Mapped-45x19-v0_4535_20,20
4712111772796834652_MiniHack-MazeWalk-Mapped-15x15-v0_2535_4,4
1343246246415636021_MiniHack-MazeWalk-Mapped-9x9-v0_4573_5,5
7796351412567908849_MiniHack-MazeWalk-Mapped-15x15-v0_7678_5,5
53443598836465988_MiniHack-MazeWalk-Mapped-9x9-v0_2953_7,7
8256617885853643694_MiniHack-MazeWalk-Mapped-15x15-v0_2068_7,7
2200795828934218072_MiniHack-MazeWalk-Mapped-9x9-v0_4_10,10
8956307442567307102_MiniHack-MazeWalk-Mapped-45x19-v0_9361_17,17
2245273285031336727_MiniHack-MazeWalk-Mapped-45x19-v0_45_15,15
6478905142335811199_MiniHack-MazeWalk-Mapped-15x15-v0_3924_4,4
7210559455232375191_MiniHack-MazeWalk-Mapped-9x9-v0_4481_8,8
719525920778575722_MiniHack-MazeWalk-Mapped-45x19-v0_8555_47,47
4249892571834861160_MiniHack-MazeWalk-Mapped-45x19-v0_977_89,89
6162644089002923388_MiniHack-MazeWalk-Mapped-15x15-v0_163_18,18
5002758189249539818_MiniHack-MazeWalk-Mapped-45x19-v0_8620_72,72
4992654254648058733_MiniHack-MazeWalk-Mapped-45x19-v0_9982_277,277
1162827324573903763_MiniHack-MazeWalk-Mapped-15x15-v0_8445_8,8
7880979447449794179_MiniHack-MazeWalk-Mapped-45x19-v0_2619_34,34
5733017058746911396_MiniHack-MazeWalk-Mapped-45x19-v0_1010_59,59
8191995473036615262_MiniHack-MazeWalk-Mapped-45x19-v0_319_66,66
8561552254342267500_MiniHack-MazeWalk-Mapped-45x19-v0_6100_55,55
6448565413934753306_MiniHack-MazeWalk-Mapped-9x9-v0_5487_19,19
5026370663122981781_MiniHack-MazeWalk-Mapped-15x15-v0_4570_32,32
4445472967967082201_MiniHack-MazeWalk-Mapped-45x19-v0_7177_37,37
4029870836315146852_MiniHack-MazeWalk-Mapped-45x19-v0_3485_64,64
1863535598805865628_MiniHack-MazeWalk-Mapped-9x9-v0_6551_7,7
6168063513063756522_MiniHack-MazeWalk-Mapped-9x9-v0_1666_13,13
5845559246382210831_MiniHack-MazeWalk-Mapped-9x9-v0_2915_8,8
2825124788177819134_MiniHack-MazeWalk-Mapped-15x15-v0_4194_24,24
8155547602583069045_MiniHack-MazeWalk-Mapped-45x19-v0_6492_7,7
5909427596071151485_MiniHack-MazeWalk-Mapped-45x19-v0_2703_2,2
8922192949214553292_MiniHack-MazeWalk-Mapped-15x15-v0_3097_5,5
7132554117247530_MiniHack-MazeWalk-Mapped-45x19-v0_6729_26,26
4003081953469355390_MiniHack-MazeWalk-Mapped-45x19-v0_2842_94,94
3237070694631122715_MiniHack-MazeWalk-Mapped-9x9-v0_8504_17,17
6266337640487419577_MiniHack-MazeWalk-Mapped-9x9-v0_888_4,4
4024993345215184002_MiniHack-MazeWalk-Mapped-15x15-v0_6925_48,48
7978818073827974035_MiniHack-MazeWalk-Mapped-45x19-v0_990_89,89
7263714996137448683_MiniHack-MazeWalk-Mapped-9x9-v0_335_3,3
2442850867187840307_MiniHack-MazeWalk-Mapped-15x15-v0_7059_23,23
7469477892277208836_MiniHack-MazeWalk-Mapped-15x15-v0_2776_28,28
8774486745871158917_MiniHack-MazeWalk-Mapped-45x19-v0_6401_73,73
9169427463902764090_MiniHack-MazeWalk-Mapped-45x19-v0_6345_32,32
5619388202890933251_MiniHack-MazeWalk-Mapped-9x9-v0_10_7,7
7374352223142647010_MiniHack-MazeWalk-Mapped-45x19-v0_6358_54,54
2110950358344406222_MiniHack-MazeWalk-Mapped-9x9-v0_2968_11,11
5414721604843190212_MiniHack-MazeWalk-Mapped-45x19-v0_9663_125,125
3361963886099174546_MiniHack-MazeWalk-Mapped-9x9-v0_3078_6,6
8345484987663371914_MiniHack-MazeWalk-Mapped-45x19-v0_1024_60,60
4682998547747704100_MiniHack-MazeWalk-Mapped-15x15-v0_2351_10,10
4768544963472482773_MiniHack-MazeWalk-Mapped-9x9-v0_8498_13,13
2511744608350530460_MiniHack-MazeWalk-Mapped-15x15-v0_3354_7,7
8524218067135413190_MiniHack-MazeWalk-Mapped-45x19-v0_5921_38,38
7554329554490272035_MiniHack-MazeWalk-Mapped-9x9-v0_9065_16,16
5964443437146191_MiniHack-MazeWalk-Mapped-45x19-v0_3696_25,25
2111590410479357723_MiniHack-MazeWalk-Mapped-9x9-v0_897_4,4
7636524087569109280_MiniHack-MazeWalk-Mapped-15x15-v0_1308_3,3
4035906967151861494_MiniHack-MazeWalk-Mapped-9x9-v0_6894_16,16
8313662827246824974_MiniHack-MazeWalk-Mapped-45x19-v0_792_64,64
267490822346199658_MiniHack-MazeWalk-Mapped-45x19-v0_199_11,11
2068718712579869626_MiniHack-MazeWalk-Mapped-9x9-v0_160_5,5
209105012782753015_MiniHack-MazeWalk-Mapped-45x19-v0_4118_85,85
863477719815200545_MiniHack-MazeWalk-Mapped-15x15-v0_1058_45,45
5778342769118998680_MiniHack-MazeWalk-Mapped-15x15-v0_7517_18,18
504157973282950199_MiniHack-MazeWalk-Mapped-15x15-v0_4023_28,28
4044474356865243093_MiniHack-MazeWalk-Mapped-9x9-v0_9165_12,12
6775663461877735548_MiniHack-MazeWalk-Mapped-45x19-v0_5236_38,38
4334587222891219356_MiniHack-MazeWalk-Mapped-15x15-v0_9906_28,28
8681031259794705994_MiniHack-MazeWalk-Mapped-45x19-v0_2714_41,41
8140338038520935653_MiniHack-MazeWalk-Mapped-15x15-v0_6251_12,12
1388281385470622030_MiniHack-MazeWalk-Mapped-45x19-v0_5688_3,3
9064883342585284737_MiniHack-MazeWalk-Mapped-9x9-v0_3599_7,7
7621163908928868523_MiniHack-MazeWalk-Mapped-15x15-v0_3432_14,14
8810608837401549520_MiniHack-MazeWalk-Mapped-9x9-v0_626_12,12
4326801215943277877_MiniHack-MazeWalk-Mapped-9x9-v0_9625_4,4
6871845284607483904_MiniHack-MazeWalk-Mapped-9x9-v0_9836_14,14
5281937656364829150_MiniHack-MazeWalk-Mapped-45x19-v0_312_14,14
7142212052310847534_MiniHack-MazeWalk-Mapped-45x19-v0_2335_168,168
3107562337760613890_MiniHack-MazeWalk-Mapped-9x9-v0_1921_3,3
